author,year,title,container,publisher,doi,url,File,ID
U.S.D.A.-N.A.S.S.,2018,,Cotton No 20183 US Department of Agriculture National Agricultural Statistics Service,,,https://www.nass.usda.gov/Surveys/Guide_to_NASS_Surveys/Chemical_Use/2017_Cotton_,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3793
U.S.Department; Agriculture; of,2019,"Census of Agriculture, United States, Summary and State Data",^a?c Geographic Area Series ^a?c Part 51 USDANASS 2019b 2018 Agricultural Chemical Use Survey Corn No 20191 US Department of Agriculture National Agricultural Statistics Service,,,"http://www.agcensus.usda.gov/, https://www.nass.usda.gov/Surveys/Guide_to_NASS_Surveys/Chemical_Use/2018_Peanuts_",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3794
USDA-NASS. 2019c. Quick Stats. U.S. Department of Agriculture,,,,,,http://quickstats.nass.usda.gov/#80DA2DF4-B605-3184-A045AE595D8FF3D3,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3795
character(0); character(0); character(0); character(0),2006,Conservation Resource Brief: Soil Quality,USDANRCS 2006c Conservation Resource Brief Air Quality USDANRCS 2006d Conservation Resource Brief Soil Erosion Number 0602 US Department of Agriculture National Resources Conservation Service USDANRCS 2010 2007 National Resources Inventory US Department of Agriculture Natural Resources Conservation Service,,,"https://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/nrcs142p2_050898.pdf, http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/nrcs143_023219.pdf, http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/nrcs143_023301.pdf, http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/nrcs143_023234.pdf",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3796
U.S.Department; Agriculture; of,"2012, 2012",Agricultural Air Quality Conservation Measures: Reference Guide for Cropping Systems and General Land Management,USDANRCS 2013 2007 National Resources Inventory US Department of Agriculture Natural Resources Conservation Service USDANRCS 2015a Erosion Rates on Cropland 19822012 US Department of Agriculture Natural Resources Conservation Service USDANRCS 2015b Conservation Stewardship Program US Department of Agriculture National Resources Conservation Service,,,"http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1049502.pdf, https://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1047448.pdf, https://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1083428.pdf, https://www.nrcs.usda.gov/Internet/NRCS_RCA/maps/m13655.png, http://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/financial/csp/",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3797
U.S.Department; Agriculture; of,2015,Summary Report: 2012 National Resources Inventory,USDANRCS 2015d USDA Gulf of Mexico Initiative GoMI US Department of Agriculture National Resources Conservation Service,Iowa State University,,"https://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/nrcseprd396218.pdf, http://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/home/?cid=stelprdb1046039",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3798
Noxious Plants U.S.Department; Agriculture; of,"2019, 2005","Introduced, Invasive",USDAOIG 2005 Audit Report Animal and Plant Health Inspection Service Controls Over Issuance of Genetically Engineered Organism Release Permits US Department of Agriculture Office of Inspector General Audit 506018Te,,,"http://plants.usda.gov/java/noxiousDriver, https://www.usda.gov/oig/webdocs/50601-08-TE.pdf",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3799
U.S.D.A.-O.I.G.,2015,,,,,http://www.usda.gov/oig/webdocs/50601-0001-32.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3800
U.S.D.A.,2006,,,US,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3801
Acker RC; Van,2012,Understanding Agricultural Species Metapopulation Biology and Ecology and the Implications for Coexistence in Low Level of Presence Scenarios,AgBioForumVol,,,http://www.agbioforum.org/v15n1/v15n1a07-vanacker.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3802
character(0); character(0); character(0),"2011, 2008","The Nature of Roadside Alfalfa (Medicago sativa L.) Populations and Implications for Genetically Engineered (GE) Trait Movement and Containment. The Science of Gene flow in Agriculture and its Role in Co-existence: Proceedings, Transgenic plants for phytoremediation: helping nature to clean up environmental pollution",Trends BiotechnolVol,,,"http://sbc.ucdavis.edu/files/198273.pdf, http://www.ncbi.nlm.nih.gov/pubmed/18353473",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3803
Deynze A; Van,2011,Gene Flow in Agriculture. The Science of Gene flow in Agriculture and its Role in Co-existence,Conference Proceedings,,,http://sbc.ucdavis.edu/files/198273.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3804
Wallander; S.,"2013, 2013","While Crop Rotations Are Common, Cover Crops Remain Rare",Amber Waves,,,https://www.ers.usda.gov/amber-waves/2013/march/whilecrop-rotations-are-common-cover-crops-remain-rare/,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3805
"c(""Wallander"", ""Wang"", ""Wu"", ""Huo""); c(""S."", ""M."", ""M."", ""H."")","2015, 2007",Life-cycle energy and greenhouse gas emission impacts of different corn ethanol plant types,Environmental Research LettersVol,,,http://www.ers.usda.gov/topics/farm-practicesmanagement/crop-livestock-practices/soil-tillage-and-crop-rotation.aspx,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3806
,,,,,,http://stacks.iop.org/1748-9326/2/i=2/a=024001,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3807
"c(""Wang"", ""Heisey"", ""Schimmelpfennig"", ""Ball""); c(""S.L."", ""P."", ""D."", ""E."")",2015,"Agricultural Productivity Growth in the United States: Measurement, Trends, and Drivers",,USDAERS,,https://www.ers.usda.gov/webdocs/publications/45387/53417_err189.pdf?v=0,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3808
character(0); character(0); logical(0),2014,Simultaneous editing of three homoeoalleles in hexaploid bread wheat confers heritable resistance to powdery mildew,Nature Biotech,,,https://www.nature.com/articles/nbt.2969,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3809
"c(""SI"", ""CN""); c(""Warwick"", ""Stewart"")",2005,"Chapter 2. Crops Come from Wild Plants-How Domestication, Transgenes, and Linkage Together Shape Ferality",Crop Ferality and Volunteerism,CRC Press,,https://books.google.com/books?hl=en&lr=&id=911-42,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3810
"c(""Warwick"", ""Beckie"", ""Hall""); c(""S.I."", ""H.J."", ""L.M."")",2009,"Gene flow, invasiveness, and ecological impact of genetically modified crops",Annals of the New York Academy of Sciences,,,http://onlinelibrary.wiley.com/doi/10.1111/j.17496632.2009.04576.x/abstract;jsessionid=BD07B0AA60A7AD1E4C1388B6601DA74C.f01t02,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3811
character(0); character(0); logical(0),2004,"Evidence for landscape-level, pollenmediated gene flow from genetically modified creeping bentgrass with CP4 EPSPS as a marker",Proc Nat Acad of Sci,,,http://www.pnas.org/content/101/40/14533.abstract,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3812
"c(""Weaver"", ""Krutz"", ""Zablotowicz"", ""Reddy""); c(""M.A."", ""L.J."", ""R.M."", ""K.N."")",2007,Effects of glyphosate on soil microbial communities and its mineralization in a Mississippi soil,Pest Manag SciVol,,,https://onlinelibrary.wiley.com/doi/full/10.1002/ps.1351,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3813
Webber; G.D.,1995,Biotechnology Information Series: Insect-resistant Crops Through Genetic Engineering,North Central Regional Extension Publication NCR # 553,,,https://extension2.missouri.edu/ncr553,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3814
character(0); character(0); logical(0),2011,Recent long-distance transgene flow into wild populations conforms to historical patterns of gene flow in cotton (Gossypium hirsutum) at its centre of origin,Molecular ecologyVol,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3815
,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/21899621,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3816
character(0); character(0); logical(0),2011,Benchmark study on glyphosateresistant cropping systems in the United States. Part 5: Effects of glyphosate-based weed management programs on farm-level profitability,Pest Management ScienceVol,,10.1002/ps.2177,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3817
"c(""Weller"", ""Owen"", ""Johnson""); c(""S.C."", ""M.D.K."", ""W.G."")",2010,,Glyphosate Resistance in Crops and Weeds History Development and Management,John Wiley and Sons Inc,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3818
,,,,,10.1002/9780470634394.ch12,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3819
"c(""P"", ""J""); c(""Westcott"", ""Hansen"")",2015,"USDA Agricultural Projections to 2024,Long-term Projections Report OCE-2015-1",US Department of Agriculture Office of the Chief Economist World Agricultural Outlook Board,,,https://www.ers.usda.gov/webdocs/publications/37753/51683_oce151.pdf?v=0,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3820
"c(""Whitworth"", ""Michaud"", ""Schwarting""); c(""R."", ""J."", ""H."")","2015, 2005, 2015","Modern food biotechnology, human health and development: an evidence-based study",World Health Organization WHO Department of Food Safety,,,"https://www.bookstore.ksre.ksu.edu/pubs/MF743.pdf, http://www.who.int/foodsafety/publications/biotech/biotech_en.pdf, http://www.who.int/foodsafety/areas_work/foodtechnology/faq-genetically-modified-food/en/",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3821
"c(""K"", ""N""); c(""Wiebe"", ""Gollehon"")","2006, 2006",Agricultural Resources and Environmental Indicators,Edition Economic Information Bulletin,US Department of Agriculture Economic Research Service,,https://www.ers.usda.gov/publications/pubdetails/?pubid=44109,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3822
character(0); character(0); logical(0),2012,"guilds of non-target arthropods: a meta-analysis, Regulation of Genetically Engineered Microorganisms Under FIFRA, FFDCA and TSCA",Regulation of Agricultural Biotechnology The United States and Canada PLoS OneVol,Springer Netherlands,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2346550/pdf/pone.0002118.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3823
,,,,,10.1007/978-94-007-2156-2_4,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3824
W.S.S.A.,2016,Herbicide Resistance,,Weed Sciences Society of America,,http://wssa.net/wssa/weed/resistance/,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3825
W.S.S.A.,2020,,,Weed Sciences Society of America,,http://wssa.net/,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3826
F.; Wu,"2020, 2006","Sanitary and phytosanitary measures. World Trade Organization (WTO, Mycotoxin reduction in Bt corn: potential economic, health, and regulatory impacts",WTO 2020b WTO Technical Barriers to Trade TBT Agreement World Trade Organization WTO Transgenic researchVol,,,"https://www.wto.org/english/tratop_e/sps_e/sps_e.htm, https://www.wto.org/English/docs_e/legal_e/17-tbt_e.htm, https://link.springer.com/article/10.1007/s11248-005-5237-1",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3827
"c(""Yadav"", ""Arora"", ""Kumar"", ""Chaudhury""); c(""R."", ""P."", ""S."", ""A."")",2010,Perspectives for genetic engineering of poplars for enhanced phytoremediation abilities,EcotoxicologyVol,,,http://www.ncbi.nlm.nih.gov/pubmed/20848189,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3828
"c(""Yang"", ""Wang"", ""Su"", ""Lu""); c(""X."", ""F."", ""J."", ""B.R."")",2012,Limited fitness advantages of crop-weed hybrid progeny containing insect-resistant transgenes (Bt/CpTI) in transgenic rice field,PLoS OneVol,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3398902/pdf/pone.0041220.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3829
"c(""Yao"", ""Weng"", ""Dickey"", ""Wang""); c(""J."", ""Y."", ""A."", ""K.Y."")",2015,,Int J Mol SciVol,,,http://www.ncbi.nlm.nih.gov/pubmed/26633378,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3830
"c(""Y"", ""S""); c(""Yi"", ""Sangwon"")",2015,,Environmental Research LettersVol,,,http://stacks.iop.org/1748-9326/10/i=9/a=094016,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3831
character(0); character(0); logical(0),2016,Soil ecotoxicity assessment of glyphosate use under field conditions: microbial activity and community structure of Eubacteria and ammonia-oxidising bacteria,Pest Management ScienceVol,,10.1002/ps.4037,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3832
character(0); character(0); logical(0),2017,Tobacco plant: A possible key to Ebola vaccine,Journal of Coastal Life MedicineVol,,,https://www.ingentaconnect.com/content/doaj/23095288/2017/00000005/00000005/art00004,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3833
"c(""Zapiola"", ""Campbell"", ""Butler"", ""Mallory-Smith""); c(""M."", ""C."", ""M."", ""C."")",2008,"Escape and Establishment of Transgenic Glyphosate-Resistant Creeping Bentgrass Agrostis stolonifera in Oregon, USA: A 4-Year Study",Journal of Applied EcologyVol,,,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2664.2007.01430.x,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3834
"c(""ML"", ""CA""); c(""Zapiola"", ""Mallory-Smith"")",2012,Crossing the divide: gene flow produces intergeneric hybrid in feral transgenic creeping bentgrass population,Molecular ecologyVol,,,http://onlinelibrary.wiley.com/store/10.1111/j.1365294X.2012.05627.x/asset/mec5627.pdf?v=1&t=irnl23d4&s=ff8ee1e8dcb53322a86b4d18be6,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3835
"c(""Zeilinger"", ""Andow"", ""Zwahlen"", ""Stotzky""); c(""A.R."", ""D.A."", ""C."", ""G."")",2010,,Soil Biology and BiochemistryVol,,,http://www.sciencedirect.com/science/article/pii/S0038071710001367,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3836
character(0); character(0); logical(0),2013,A threshold level of oxalate oxidase transgene expression reduces Cryphonectria parasitica-induced necrosis in a transgenic American chestnut (Castanea dentata) leaf bioassay,Transgenic researchVol,,,http://www.ncbi.nlm.nih.gov/pubmed/23543108,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3837
character(0); character(0); logical(0),2019,Exposure to glyphosate-based herbicides and risk for non-Hodgkin lymphoma: A meta-analysis and supporting evidence,Mutation researchVol,,,http://www.ncbi.nlm.nih.gov/pubmed/31342895,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3838
character(0); character(0); logical(0),2017,Chemical Pulping Advantages of Zip-lignin Hybrid Poplar,ChemSusChemVol,,,http://www.ncbi.nlm.nih.gov/pubmed/28768066,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3839
Zimdahl; R.L.,2007,Fundamentals of Weed Science,,Academic Press,,https://www.bookz2.com/2020/01/fundamentals-of-weed-science-3rd.html,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3840
U.S.D.A.-A.P.H.I.S.,2020,,,,,https://www.aphis.usda.gov/aphis/ourfocus/biotechnology/meetings/ct_meetings_archive,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3841
character(0); character(0); character(0); logical(0),2005,"Regulating transgenic crops sensibly: lessons from plant breeding, biotechnology and genomics",Nature biotechnologyVol,,10.1038/nbt1084,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3842
character(0); character(0); logical(0),2019,"Trends in neonicotinoid pesticide residues in food and water in the United States, 1999^a??2015",Environmental HealthVol,,10.1186/s12940-018-0441-7,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3843
,,Executive Order 13563. 2011,Improving Regulation and Regulatory Review,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3844
,,Executive Order 13874. 2019,Improving Regulation and Regulatory Review,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3845
character(0); character(0); logical(0),2011,Insecticide use and crop selection in regions with high GM adoption rates,Renewable Agriculture and Food SystemsVol,,,https://www.cambridge.org/core/journals/renewableagriculture-and-food-systems/article/insecticide-use-and-crop-selection-in-regions-with-high-gmadoption-rates/3765993C266BF00117313558D8C44CFC,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3846
"c(""D"", ""D""); c(""Goulson"", ""Kleijn"")",2013,REVIEW: An overview of the environmental risks posed by neonicotinoid insecticides,Journal of Applied EcologyVol,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3847
"c(""Hartzler"", ""N"", ""M""); c(""B."", ""Kalaitzandonakes"", ""Magnier"")","2017, 2016","A historical perspective on dicamba. Iowa State University, Extension and Outreach, Integrated Crop Management, A Profile of non-GM Crop Growers in the United States",EurochoicesVol,,,"https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/13652664.12111, https://crops.extension.iastate.edu/blog/bob-hartzler/historical-perspective-dicamba",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3848
P.; Ronald,"2016, 2002, 2011","Genetically Engineered Crops: Experiences and Prospects. National Academies of Sciences, Engineering, and Medicine, Environmental effects of transgenic plants: the scope and adequacy of regulation, Plant Genetics, Sustainable Agriculture and Global Food Security",National Research Council Committee on Environmental Impacts associated with Commercialization of Transgenic Plants Board on Agriculture and Natural Resources Division on Earth and Life Studies GeneticsVol,,,"http://www.nap.edu/catalog/23395/genetically-engineered-crops-experiences-andprospects, https://www.nap.edu/catalog/10258/environmental-effects-of-transgenic-plants-thescope-and-adequacy-of, http://www.genetics.org/content/188/1/11.abstract",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3849
"c(""Songstad"", ""Petolino"", ""Voytas"", ""Reichert""); c(""D.D."", ""J.F."", ""D.F."", ""N.A."")",2017,Genome Editing of Plants,Critical Reviews in Plant SciencesVol,,10.1080/07352689.2017.1281663,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3850
Ungar; E.,2004,Monsanto pulls Canada Wheat Plans,,,,https://www.thescientist.com/news-analysis/monsanto-pulls-canada-wheat-plans-50067,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3851
U.S.-E.P.A.,2018,,USEPA 2018b Registration Decision for the Continuation of Uses of Dicamba on Dicamba Tolerant Soybean and Cotton US Environmental Protection Agency,,,"https://www.epa.gov/ingredientsused-pesticide-products/registration-dicamba-use-dicamba-tolerant-crops, https://www.regulations.gov/docket?D=EPA-HQ-OPP-2016-0187",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3852
"c(""U.S.D.A.-A.P.H.I.S."", ""U.S.D.A.-A.P.H.I.S."")","2008, 2016","Use of Genetically Engineered Fruit Fly and Pink Bollworm in APHIS Plant Pest Control Programs, The Scotts Company and Monsanto Company Petition (15-300-01p",for Determination of Nonregulated Status for ASR368 Creeping Bentgrass Final Environmental Impact Statement,,,"https://www.aphis.usda.gov/plant_health/ea/downloads/eis-gen-pbw-ff.pdf, https://www.aphis.usda.gov/brs/aphisdocs/15_30001p_feis.pdf",/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3853
U.S.D.A.-A.P.H.I.S.,2017,"Arborgen, Inc. Petition (11-019-01p) for Determination of Non-regulated Status for Freeze Tolerant Eucalyptus Lines FTE 427 and FTE 435 Draft Environmental Impact Statement",,,,https://www.aphis.usda.gov/brs/aphisdocs/11_01901p_peis.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3854
U.S.D.A.-A.P.H.I.S.,2020,"Regulatory Impact Analysis & Initial Regulatory Flexibility Analysis: Proposed Rule - Importation, Interstate Movement, and Environmental Release of Organisms Produced Through Biotechnology (7 CFR part 340",US Department of Agriculture Policy and Program Development APHIS 2015057 RIN,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3855
U.W.-M.,2019,University of Wisconsin Pesticide Applicator Training Program,,University of WisconsinMadisonExtension,,https://fyi.extension.wisc.edu/pat/dicamba-auxin-training/,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200099_18-034-3_Final_340_PEIS.json,3856
"c(""Cavitt"", ""Jones"", ""Wilson"", ""Dieni"", ""Zimmerman"", ""Doster"", ""Howe""); c(""J.F."", ""S.L."", ""N.M."", ""J.S."", ""T.S."", ""R.H."", ""W.H."")",2014,Atlas of breeding colonial waterbirds in the interior western United States,,US Department of the Interior Fish and Wildlife Service,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3857
"c(""Chastant"", ""King"", ""Weseloh"", ""Moore""); c(""J.E."", ""D.T."", ""D.V.C."", ""D.J."")",2014,Population dynamics of double-crested cormorants in two interior breeding areas,Journal Wildlife Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3858
Dolbeer; R.A.,1991,Migration patterns of double-crested cormorants east of the Rocky Mountains,J Field Ornithology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3859
"c(""Dorr"", ""Hanson-Dorr"", ""Barras"", ""DeVault""); c(""B.S."", ""K.C."", ""S.C."", ""T.L."")",2016,Reproductive characteristics of double-crested cormorants (Phalacrocorax auritus) in the eastern United States: demographic information for an intensely managed species,Waterbirds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3860
Taylor; J.D.; II,"2014, 2012","Double-crested cormorant (Phalacrocorax auritus, Summer and migrational movements of satellite-marked double-crested cormorants from a breeding colony managed by egg-oiling in Lake",The Birds of North America,Cornell Lab of Ornithology,,https://birdsoftheworld.org/bow/species/doccor/cur/introduction,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3861
"Guillaumet, A., B. Dorr, G. Wang, J.D. Taylor 2nd, R.B. Chipman, H. Scherr, J. Bowman, K.F. Abraham, T. J. Doyle, and E. Cranker.",2011,Determinants of local and migratory movements of Great Lakes doublecrested cormorants,Behavioral Ecology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3862
Hatch; J.J.,1995,Changing populations of double-crested cormorants,Colonial Waterbirds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3863
"c(""Johnson"", ""Walters"", ""Boomer""); c(""F.A."", ""M.A.H."", ""G.S."")",2012,Allowable levels of take for the trade in Nearctic songbirds,Ecological Applications,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3864
Team; R.Core,2012,R: A language and environment for statistical computing,,R Foundation for Statistical Computing,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3865
